area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,78,3 BHK,SJityVe,0.0786180518627127,0.46189349974174937,1.765851614814577,110.0,3,0.1827946840166985
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,38.12,3,-0.9571139482643788
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.4062306581651842,-0.5010828764205185,-0.7674870323799133,31.48,2,-0.957055117604111
Built-up  Area,Ready To Move,78,3 BHK,KBityo ,-0.4407394631493762,-0.5010828764205185,-0.7674870323799133,39.0,3,-0.707286547873163
Super built-up  Area,18-Aug,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,65.58,2,-0.07258272220219099
Built-up  Area,Ready To Move,78,1 BHK,Palleon,-0.7987683148603677,-1.4640592525827865,-0.7674870323799133,28.0,1,-0.4971348832106053
Super built-up  Area,18-Aug,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,65.4,2,-0.07740674693584645
Super built-up  Area,Ready To Move,78,2 BHK,SraveSL,-0.4010543374175554,-0.5010828764205185,0.4991822912173319,39.0,2,-0.7544134297515517
Super built-up  Area,Ready To Move,78,2 BHK,Music C,-0.3544674506888963,-0.5010828764205185,-0.7674870323799133,38.0,2,-0.8312130466209864
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.17760982514491255,-0.5010828764205185,-0.7674870323799133,72.9,2,-0.2037095642551491
Super built-up  Area,18-Jul,78,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,0.4991822912173319,30.0,2,-1.074371858558003
Built-up  Area,Ready To Move,78,2 BHK,Itvir M,-0.3544674506888963,-0.5010828764205185,0.4991822912173319,35.0,2,-0.9100753640059649
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.3415266488198243,-0.5010828764205185,-0.7674870323799133,33.64,2,-0.9572122398334955
Super built-up  Area,Ready To Move,78,3 BHK,SJityVe,0.04152108650470635,0.46189349974174937,1.765851614814577,115.0,3,0.33053165290481595
Built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.6823010980387199,-1.4640592525827865,-0.7674870323799133,35.0,2,-0.4560195972439678
Built-up  Area,18-Dec,78,2 BHK,Itelaa ,-0.46662106688752014,-0.5010828764205185,-0.7674870323799133,29.45,2,-0.9573025524399428
Super built-up  Area,Ready To Move,78,2 BHK,Palleon,-0.600342686201264,-0.5010828764205185,-0.7674870323799133,40.0,2,-0.4321909937251223
Built-up  Area,Ready To Move,78,2 BHK,Mavanru,-0.6564194943005759,-0.5010828764205185,0.4991822912173319,32.0,2,-0.6209135335943772
Super built-up  Area,Ready To Move,78,2 BHK,Shncy R,-0.5097570731177601,-0.5010828764205185,0.4991822912173319,34.0,2,-0.7705080325514497
Super built-up  Area,Ready To Move,78,2 BHK,Prarkun,-0.39070169592229786,-0.5010828764205185,-0.7674870323799133,63.0,2,-0.11125038616233535
Super built-up  Area,18-Apr,78,1 BHK,Prarkun,-0.8030819154833917,-1.4640592525827865,-0.7674870323799133,40.5,1,0.1132570877753031
Super built-up  Area,Ready To Move,78,2 BHK,Music C,-0.39760345691913623,-0.5010828764205185,-0.7674870323799133,41.0,2,-0.7033605017695819
Super built-up  Area,Ready To Move,78,2 BHK,MavanK ,-0.5054434724947361,-0.5010828764205185,-0.7674870323799133,32.0,2,-0.8379534156282494
Super built-up  Area,Ready To Move,78,1 BHK,Sidin J,-0.8246499185985117,-1.4640592525827865,-0.7674870323799133,22.0,1,-0.7308428244946501
Built-up  Area,Ready To Move,78,2 BHK,VHistal,-0.3613692116857347,-0.5010828764205185,-2.0341563559771587,35.0,2,-0.9036301074771282
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4234850606572802,-0.5010828764205185,-0.7674870323799133,48.0,2,-0.47399868687718993
Super built-up  Area,Ready To Move,78,3 BHK,Itvir M,-0.3458402494428483,-0.5010828764205185,0.4991822912173319,42.0,3,-0.7355811559989722
Super built-up  Area,Ready To Move,78,3 BHK,GMown E,-0.17329622452188856,-0.5010828764205185,-0.7674870323799133,70.0,3,-0.27415128509278075
Super built-up  Area,Ready To Move,78,1 BHK,Palleon,-0.7987683148603677,-1.4640592525827865,-2.0341563559771587,28.0,1,-0.4971348832106053
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,65.45,2,-0.07606674006538663
Super built-up  Area,Ready To Move,78,2 BHK,MVnexde,-0.578774683086144,-0.5010828764205185,-0.7674870323799133,40.0,2,-0.4714591043928824
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.4277986612803042,-0.5010828764205185,-0.7674870323799133,30.75,2,-0.9572816807504941
Super built-up  Area,Ready To Move,78,2 BHK,Puncyya,-0.3743100135548067,-0.5010828764205185,0.4991822912173319,32.0,2,-0.9717703742050976
Super built-up  Area,Ready To Move,78,2 BHK,KBityo ,-0.6348514911854559,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.547627339660862
Super built-up  Area,Ready To Move,78,2 BHK,Elodsre,-0.31133144445865635,-0.5010828764205185,0.4991822912173319,40.5,2,-0.8098545023292213
Super built-up  Area,Ready To Move,78,3 BHK,GMown E,-0.17329622452188856,-0.5010828764205185,-0.7674870323799133,58.0,3,-0.5408914762478548
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.1387874195376966,-0.5010828764205185,-0.7674870323799133,40.45,3,-0.9566886266031572
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.4277986612803042,-0.5010828764205185,-0.7674870323799133,30.76,2,-0.9569978257739911
Super built-up  Area,18-Aug,78,1 BHK,Prarkun,-0.8030819154833917,-1.4640592525827865,-0.7674870323799133,33.7,1,-0.21304096616677679
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,29.61,2,-0.9568413593723089
Super built-up  Area,Ready To Move,78,3 BHK,Itvir M,-0.3458402494428483,-0.5010828764205185,0.4991822912173319,42.0,3,-0.7355811559989722
Super built-up  Area,Ready To Move,78,2 BHK,Itelaa ,-0.7772003117452477,-1.4640592525827865,-0.7674870323799133,16.5,2,-1.074371858558003
Built-up  Area,Ready To Move,78,3 Bedroom,GrrvaGr,-0.1387874195376966,0.46189349974174937,-0.7674870323799133,90.0,3,0.1132570877753031
Built-up  Area,Ready To Move,78,3 BHK,DSgmax ,-0.23627479361803888,0.46189349974174937,-0.7674870323799133,55.0,3,-0.5382316737719496
Super built-up  Area,Ready To Move,78,2 BHK,Goty  E,-0.26129367723157804,-0.5010828764205185,-0.7674870323799133,85.5,2,0.22448465783224525
Built-up  Area,Ready To Move,78,2 BHK,Prarkun,-0.15086550128216378,-0.5010828764205185,-0.7674870323799133,85.0,2,0.02383048208262068
Built-up  Area,Ready To Move,78,1 RK,GMown E,-0.8720995254517756,-1.4640592525827865,-0.7674870323799133,27.0,1,-0.3460903063436947
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,50.0,2,-0.3554745141034741
Super built-up  Area,18-Apr,78,2 BHK,GrrvaGr,-0.3630946519349443,-0.5010828764205185,0.4991822912173319,33.84,2,-0.9327655746219936
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4234850606572802,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.2762287009117454
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.18882518676477494,-0.5010828764205185,-0.7674870323799133,72.0,2,-0.20822816283761467
Built-up  Area,Ready To Move,78,3 BHK,Emodsel,-0.24662743511329646,0.46189349974174937,-0.7674870323799133,70.0,3,-0.17041898853247417
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.6823010980387199,-1.4640592525827865,-0.7674870323799133,38.0,2,-0.3382382141365325
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-0.7674870323799133,34.65,2,-0.9572284579423999
Super built-up  Area,18-May,78,2 BHK,GrrvaGr,-0.4795618687565921,-0.5010828764205185,-0.7674870323799133,39.77,2,-0.6338479999117475
Super built-up  Area,Ready To Move,78,2 BHK,YCnce R,-0.38897625567308824,-0.5010828764205185,-0.7674870323799133,39.9,2,-0.7434698376386004
Super built-up  Area,Ready To Move,78,2 BHK,Itelaa ,-0.7772003117452477,-1.4640592525827865,-0.7674870323799133,23.0,2,-0.7766466957030972
Super built-up  Area,17-Jun,78,3 BHK,Prarkun,0.0717162908658743,0.46189349974174937,0.4991822912173319,92.59,3,-0.12755234710718777
Built-up  Area,Ready To Move,78,2 BHK,Prhtsua,-0.2681954382284164,-0.5010828764205185,-0.7674870323799133,62.0,2,-0.33070020561765645
Super built-up  Area,18-Apr,78,2 BHK,GrrvaGr,-0.46662106688752014,-0.5010828764205185,-0.7674870323799133,30.27,2,-0.932999557245814
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,29.6,2,-0.9571362916161876
Super built-up  Area,Ready To Move,78,1 BHK,GrrvaGr,-0.9859785818996091,-1.4640592525827865,-0.7674870323799133,12.0,1,-0.9622729106004879
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,64.8,2,-0.09348682938136514
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.29407704196656037,-0.5010828764205185,-0.7674870323799133,35.25,3,-0.9566709272149855
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.29407704196656037,-0.5010828764205185,-0.7674870323799133,35.23,3,-0.9571665100837984
Built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4321122619033282,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.2615692006043339
Super built-up  Area,21-Dec,78,1 BHK,KonteiT,-0.7340643055150078,-1.4640592525827865,-0.7674870323799133,40.42,1,-0.10912301095937374
Super built-up  Area,18-Apr,78,2 BHK,GrrvaGr,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,29.95,2,-0.9247306113200066
Built-up  Area,Ready To Move,78,2 BHK,Itelaa ,-0.59602908557824,-0.5010828764205185,0.4991822912173319,24.0,2,-0.9961893887366883
Super built-up  Area,Ready To Move,78,3 BHK,Pao 3ow,-0.24662743511329646,0.46189349974174937,1.765851614814577,63.43,3,-0.3261952601670374
Super built-up  Area,Ready To Move,78,3 BHK,Briumri,-0.03698644483433034,0.46189349974174937,1.765851614814577,75.0,3,-0.3365312375697579
Built-up  Area,18-Dec,78,1 BHK,GrrvaGr,-0.4062306581651842,-0.5010828764205185,-0.7674870323799133,31.48,1,-0.957055117604111
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.3630946519349443,-0.5010828764205185,-0.7674870323799133,32.92,2,-0.9571621628656507
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,32.49,2,-0.957077305167412
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4321122619033282,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.2615692006043339
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-0.7674870323799133,34.66,2,-0.9569765366507534
Super built-up  Area,Ready To Move,78,2 BHK,SJityVe,-0.17933526539412215,-0.5010828764205185,1.765851614814577,75.0,2,-0.15438434782248697
Built-up  Area,Ready To Move,78,2 BHK,GrrvaGr,-0.7772003117452477,-1.4640592525827865,-2.0341563559771587,18.0,2,-1.0056660517453326
Super built-up  Area,18-Jul,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,67.0,2,-0.034526527081130236
Built-up  Area,17-Jul,78,2 BHK,GMown E,-0.4234850606572802,-0.5010828764205185,-0.7674870323799133,57.0,2,-0.2197229906359043
Built-up  Area,Ready To Move,78,3 BHK,BrnoxEq,0.12002861784374304,0.46189349974174937,0.4991822912173319,90.0,3,-0.2296945865669351
Super built-up  Area,Ready To Move,78,3 BHK,Elodsre,-0.034398284460515946,-0.5010828764205185,0.4991822912173319,57.5,3,-0.6872975268171916
Super built-up  Area,Ready To Move,78,1 BHK,GrrvaGr,-0.6995555005308158,-1.4640592525827865,-0.7674870323799133,35.0,1,-0.4193765002772099
Built-up  Area,Ready To Move,78,2 BHK,DSgmax ,-0.30270424321260836,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.4560195972439678
Built-up  Area,17-Jun,78,2 BHK,GMown E,-0.4234850606572802,-0.5010828764205185,-0.7674870323799133,60.0,2,-0.13496442522214225
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.1387874195376966,-0.5010828764205185,-0.7674870323799133,40.44,3,-0.9569045591388544
Super built-up  Area,Ready To Move,78,2 BHK,MAnceun,-0.31995864570470434,-0.5010828764205185,-0.7674870323799133,42.0,2,-0.7631749688770834
Super built-up  Area,Ready To Move,78,2 BHK,Itelaa ,-0.587401884332192,-0.5010828764205185,-0.7674870323799133,19.0,2,-1.1774305687770092
Super built-up  Area,Ready To Move,78,2 BHK,DSgmax ,-0.3544674506888963,-0.5010828764205185,-0.7674870323799133,38.08,2,-0.8291100514907203
Super built-up  Area,18-Jul,78,3 BHK,Prarkun,0.04669740725233514,0.46189349974174937,0.4991822912173319,97.0,3,-0.014430572652313726
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.3415266488198243,-0.5010828764205185,-0.7674870323799133,33.65,2,-0.956952750091027
Super built-up  Area,Ready To Move,78,2 BHK,Briumri,-0.2932143218419556,-0.5010828764205185,0.4991822912173319,68.0,2,-0.1465339809706766
Super built-up  Area,Ready To Move,78,2 BHK,MancyEl,-0.5097570731177601,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.7393425119353929
Built-up  Area,Ready To Move,78,3 Bedroom,GrrvaGr,-0.05251540707721672,0.46189349974174937,-0.7674870323799133,73.0,3,-0.35891539028205977
Super built-up  Area,Ready To Move,78,2 BHK,Palleon,-0.4881890700026401,-0.5010828764205185,-0.7674870323799133,48.0,2,-0.37177730145355753
Super built-up  Area,Ready To Move,78,2 BHK,Prarkun,-0.18882518676477494,-0.5010828764205185,-0.7674870323799133,90.0,2,0.19724872982732658
Built-up  Area,18-Dec,78,3 BHK,GrrvaGr,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,38.12,3,-0.9571139482643788
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.3734472934302019,-0.5010828764205185,-0.7674870323799133,63.5,2,-0.12832700801332242
Super built-up  Area,Ready To Move,78,1 BHK,Itvir M,-0.8384534405921884,-1.4640592525827865,-0.7674870323799133,29.0,1,-0.3417043329376566
Super built-up  Area,18-Apr,78,2 BHK,GrrvaGr,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,28.13,2,-1.0742375005357918
Super built-up  Area,Ready To Move,78,2 BHK,KBityo ,-0.6348514911854559,-0.5010828764205185,-0.7674870323799133,30.0,2,-0.7308428244946501
Super built-up  Area,Ready To Move,78,3 BHK,Goty  E,0.01218860226814319,0.46189349974174937,-0.7674870323799133,94.5,3,-0.016302433642875726
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4234850606572802,-0.5010828764205185,-0.7674870323799133,48.0,2,-0.47399868687718993
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,54.0,2,-0.2375016165519617
Super built-up  Area,Ready To Move,78,3 BHK,GMown E,-0.05251540707721672,-0.5010828764205185,-0.7674870323799133,70.0,3,-0.4193765002772099
Super built-up  Area,Ready To Move,78,3 BHK,GMown E,-0.05251540707721672,-0.5010828764205185,-0.7674870323799133,64.5,3,-0.5302218686016519
Built-up  Area,18-Dec,78,2 BHK,GrrvaGr,-0.3630946519349443,-0.5010828764205185,-0.7674870323799133,32.93,2,-0.9568969825586545
Super built-up  Area,21-Dec,78,4 BHK,KonteiT,0.45907762681342895,1.4248698759040173,0.4991822912173319,134.0,4,0.10531308144531454
Built-up  Area,Ready To Move,78,2 BHK,Itelaa ,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,19.5,2,-1.0441413035604281
Super built-up  Area,18-Apr,78,2 BHK,Prarkun,-0.17760982514491255,-0.5010828764205185,-0.7674870323799133,73.0,2,-0.2014785269859555
Super built-up  Area,Ready To Move,78,3 BHK,GMown E,-0.17329622452188856,-0.5010828764205185,-0.7674870323799133,64.99,3,-0.38551531490002455
Super built-up  Area,Ready To Move,78,2 BHK,GMown E,-0.4321122619033282,-0.5010828764205185,-0.7674870323799133,52.0,2,-0.34712737512577285
Super built-up  Area,19-Dec,79,2 BHK,Coomee ,-0.43556314240174737,-0.5010828764205185,-0.7674870323799133,39.07,2,-0.7116624534261129
Super built-up  Area,18-Jul,79,2 BHK,Sryalan,-0.46662106688752014,-0.5010828764205185,-0.7674870323799133,30.6,2,-0.9232190835701278
Super built-up  Area,Ready To Move,79,2 BHK,Coush W,-0.424347780781885,-0.5010828764205185,0.4991822912173319,45.0,2,-0.5575679365929103
Super built-up  Area,18-May,79,1 BHK,SNbay G,-0.8030819154833917,-1.4640592525827865,-0.7674870323799133,28.35,1,-0.4697607586065018
Super built-up  Area,18-May,79,3 BHK,Sryalan,-0.29407704196656037,-0.5010828764205185,-0.7674870323799133,35.23,3,-0.9571665100837984
Super built-up  Area,18-Jul,79,2 BHK,GrrvaGr,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,25.0,2,-1.074371858558003
Built-up  Area,18-Jul,79,2 BHK,Sryalan,-0.4062306581651842,-0.5010828764205185,-0.7674870323799133,28.34,2,-1.0441413035604281
Super built-up  Area,18-Dec,79,4 BHK,SNbay G,0.5729566832612624,1.4248698759040173,-2.0341563559771587,98.88,4,-0.4866762826388527
Built-up  Area,18-Jul,79,3 BHK,Sryalan,-0.1387874195376966,-0.5010828764205185,-0.7674870323799133,40.43,3,-0.9571204916745514
Super built-up  Area,Ready To Move,79,2 BHK,Assha A,-0.6779874974156959,-0.5010828764205185,0.4991822912173319,38.0,2,-0.3478633594227314
Super built-up  Area,Ready To Move,79,2 BHK,SJmesst,-0.25439191623473967,-0.5010828764205185,0.4991822912173319,59.0,2,-0.42128680391054807
Super built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,28.88,2,-0.957077305167412
Built-up  Area,18-Dec,79,3 BHK,Sryalan,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,38.13,3,-0.9568849289083363
Built-up  Area,18-Aug,79,3 BHK,Sryalan,-0.29407704196656037,0.46189349974174937,-0.7674870323799133,35.23,3,-0.9571665100837984
Super built-up  Area,18-Jul,79,2 BHK,MJtroty,-0.5080316328685505,-0.5010828764205185,-0.7674870323799133,44.0,2,-0.4616743961585907
Super built-up  Area,18-May,79,3 BHK,GrrvaGr,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,40.43,3,-0.9571204916745514
Super built-up  Area,Ready To Move,79,2 BHK,Brods W,-0.45713114551686734,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.21744851248222113
Super built-up  Area,18-Apr,79,2 BHK,MJtroty,-0.48128730900580174,-0.5010828764205185,-0.7674870323799133,40.6,2,-0.6064462689893562
Super built-up  Area,Ready To Move,79,2 BHK,Brods W,-0.45713114551686734,-0.5010828764205185,-0.7674870323799133,56.35,2,-0.17786437160275811
Built-up  Area,18-Aug,79,3 BHK,Sryalan,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,38.12,3,-0.9571139482643788
Super built-up  Area,18-May,79,3 BHK,SNbay G,-0.1431010201607206,-0.5010828764205185,-0.7674870323799133,62.78,3,-0.4696524053627829
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.3458402494428483,-0.5010828764205185,-0.7674870323799133,33.5,2,-0.9570981538260309
Super built-up  Area,18-May,79,2 BHK,Sryalan,-0.4277986612803042,-0.5010828764205185,-0.7674870323799133,30.75,2,-0.9572816807504941
Super built-up  Area,Ready To Move,79,2 BHK,Coomee ,-0.2949397620911652,-0.5010828764205185,-0.7674870323799133,61.25,2,-0.3111681423558927
Super built-up  Area,18-Jul,79,3 BHK,Sryalan,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,41.58,3,-0.9322882500694004
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,28.88,2,-0.957077305167412
Built-up  Area,Ready To Move,79,3 BHK,SNbay G,0.19767342905817495,0.46189349974174937,1.765851614814577,100.0,3,-0.1412779124038007
Super built-up  Area,Ready To Move,79,2 BHK,MJtroty,-0.6831638181633246,-0.5010828764205185,-0.7674870323799133,40.0,2,-0.25767513544406034
Super built-up  Area,18-May,79,3 BHK,Sryalan,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,40.43,3,-0.9571204916745514
Super built-up  Area,Ready To Move,79,2 BHK,Riodsri,-0.570147481840096,-0.5010828764205185,0.4991822912173319,32.5,2,-0.7384768030293912
Super built-up  Area,18-Apr,79,3 BHK,MJtroty,-0.2000405483846373,-0.5010828764205185,0.4991822912173319,41.0,3,-0.8975151504269677
Built-up  Area,18-Dec,79,3 BHK,Sryalan,-0.29407704196656037,0.46189349974174937,-0.7674870323799133,35.23,3,-0.9571665100837984
Carpet  Area,18-May,79,3 BHK,MJtroty,-0.48991451025184973,-0.5010828764205185,0.4991822912173319,50.0,3,-0.30795270240095135
Super built-up  Area,18-May,79,3 BHK,Coomee ,-0.12325845729481022,0.46189349974174937,0.4991822912173319,52.47,3,-0.7115199219862629
Built-up  Area,Ready To Move,79,2 BHK,Coush W,-0.4234850606572802,-0.5010828764205185,0.4991822912173319,45.0,2,-0.5587572522909517
Super built-up  Area,18-Jul,79,3 BHK,Sryalan,-0.2164322307521285,-0.5010828764205185,-0.7674870323799133,32.75,3,-1.074371858558003
Built-up  Area,18-Aug,79,3 BHK,Sryalan,-0.2164322307521285,-0.5010828764205185,-0.7674870323799133,37.83,3,-0.9571419200941244
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.3630946519349443,-0.5010828764205185,-0.7674870323799133,33.06,2,-0.9534496385677029
Super built-up  Area,18-Oct,79,2 BHK,SRhtsa ,-0.40709337828978903,-0.5010828764205185,-2.0341563559771587,32.67,2,-0.9232190835701278
Super built-up  Area,Ready To Move,79,2 BHK,Brods W,-0.45713114551686734,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.21744851248222113
Built-up  Area,Ready To Move,79,2 BHK,SJmesst,-0.26560727785460203,-0.5010828764205185,-0.7674870323799133,65.8,2,-0.24260938166941545
Super built-up  Area,18-May,79,3 BHK,Sryalan,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,40.44,3,-0.9569045591388544
Super built-up  Area,18-May,79,2 BHK,Sryalan,-0.3458402494428483,-0.5010828764205185,-0.7674870323799133,33.5,2,-0.9570981538260309
Super built-up  Area,Ready To Move,79,3 BHK,Assha A,-0.5054434724947361,-0.5010828764205185,0.4991822912173319,45.0,3,-0.4348793489939152
Plot  Area,18-Mar,79,4 Bedroom,GrrvaGr,3.8297251536443775,1.4248698759040173,0.4991822912173319,260.0,4,-0.5201450169357936
Super built-up  Area,Ready To Move,79,2 BHK,MJtroty,-0.38379993492545944,-0.5010828764205185,0.4991822912173319,37.0,2,-0.8278682290974897
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,29.25,2,-1.0441413035604281
Super built-up  Area,18-May,79,2 BHK,Sryalan,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,28.88,2,-0.957077305167412
Super built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,28.88,2,-0.957077305167412
Built-up  Area,18-Dec,79,2 BHK,Sryalan,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,28.88,2,-0.957077305167412
Built-up  Area,18-Jul,79,2 BHK,Sryalan,-0.3415266488198243,-0.5010828764205185,-0.7674870323799133,30.29,2,-1.0441413035604281
Built-up  Area,Ready To Move,79,4 Bedroom,Shrds O,1.716060848362621,-0.5010828764205185,0.4991822912173319,167.5,4,-0.4037644765695421
Super built-up  Area,Ready To Move,79,2 BHK,GrrvaGr,-0.45713114551686734,-0.5010828764205185,-0.7674870323799133,53.0,2,-0.2760916841554995
Super built-up  Area,19-Dec,79,3 BHK,DSineSt,0.04324652675391595,-0.5010828764205185,0.4991822912173319,48.33,3,-0.9232190835701278
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.4277986612803042,-0.5010828764205185,-0.7674870323799133,30.88,2,-0.9535915660559545
Built-up  Area,18-Jul,79,3 BHK,Sryalan,-0.29407704196656037,0.46189349974174937,-0.7674870323799133,36.6,3,-0.9232190835701278
Super built-up  Area,Ready To Move,79,3 BHK,SJmesst,-0.01024212097158158,0.46189349974174937,0.4991822912173319,80.0,3,-0.26884173749608503
Super built-up  Area,Ready To Move,79,2 BHK,Brods W,-0.4277986612803042,-0.5010828764205185,-0.7674870323799133,56.13,2,-0.23685775038574725
Built-up  Area,18-Jul,79,3 BHK,Sryalan,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,38.13,3,-0.9568849289083363
Super built-up  Area,Ready To Move,79,2 BHK,Rie 2ri,-0.552893079348,-0.5010828764205185,0.4991822912173319,26.0,2,-0.9757939618267801
Super built-up  Area,18-Apr,79,2 BHK,Sryalan,-0.3630946519349443,-0.5010828764205185,-0.7674870323799133,33.84,2,-0.9327655746219936
Super built-up  Area,Ready To Move,79,2 BHK,Coomee ,-0.2949397620911652,-0.5010828764205185,-0.7674870323799133,61.26,2,-0.3109201476471349
Built-up  Area,16-Oct,79,3 BHK,Brods W,-0.26646999797920684,-0.5010828764205185,1.765851614814577,65.0,3,-0.2606580379363738
Built-up  Area,18-Aug,79,2 BHK,Sryalan,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,32.49,2,-0.957077305167412
Super built-up  Area,18-Aug,79,3 BHK,Sryalan,-0.2164322307521285,-0.5010828764205185,0.4991822912173319,37.83,3,-0.9571419200941244
Super built-up  Area,Ready To Move,79,2 BHK,SJmesst,-0.23713751374264366,-0.5010828764205185,0.4991822912173319,69.0,2,-0.20812306255439406
Super built-up  Area,18-Apr,79,3 BHK,Sryalan,-0.29407704196656037,-0.5010828764205185,-0.7674870323799133,36.21,3,-0.9328829495119756
Super built-up  Area,18-May,79,2 BHK,Sryalan,-0.3630946519349443,-0.5010828764205185,-0.7674870323799133,32.92,2,-0.9571621628656507
Super built-up  Area,18-May,79,2 BHK,MJtroty,-0.38379993492545944,-0.5010828764205185,0.4991822912173319,40.0,2,-0.7466032963083093
Built-up  Area,Ready To Move,79,3 BHK,Sravehi,-0.3544674506888963,0.46189349974174937,1.765851614814577,46.0,3,-0.6209135335943772
Super built-up  Area,Ready To Move,79,3 BHK,GrrvaGr,-0.31823320545549477,-0.5010828764205185,1.765851614814577,47.0,3,-0.6381591522171549
Super built-up  Area,Ready To Move,79,3 BHK,Rie 2ri,-0.05078996682800712,0.46189349974174937,1.765851614814577,50.0,3,-0.8237923580787692
Super built-up  Area,Ready To Move,79,2 BHK,Prvanai,-0.46662106688752014,-0.5010828764205185,0.4991822912173319,32.0,2,-0.8817261649460051
Built-up  Area,Ready To Move,79,4 Bedroom,Rie 2 P,0.2925726427647028,0.46189349974174937,-0.7674870323799133,97.0,4,-0.2867863467790738
Super built-up  Area,18-Jul,79,2 BHK,Sryalan,-0.46662106688752014,-0.5010828764205185,-0.7674870323799133,27.43,2,-1.0171709064547485
